ID,specifypositive_April2020,specifypositive_May2020,specifypositive_Nov2020,specifypositive_April2021,Corpus,clean_text,char_len,word_len,containsJunkWord,dup_idx,similar_idx,dup_similar_idx,FINAL_CLUSTER_ID,Seed_Q1,Seed_Q2,Dist_to_Center,Cohesion,FREQ,COVERAGE
66594241,,I cook more rather than eating out. ,I've had more time to read many books,I've read a lot of books,I cook more rather than eating out. . I've had more time to read many books. I've read a lot of books,cook rather eat time read many book read lot book,101,22,0,['66594241'],['66594241'],"('66594241',)",27,save money earn extra money extra available time work lose weight save money earn money work workout weight loss weight loss workout healthy eat save lot money,not go pub spend less time hotel less beer eat well lose wieght work home bit save money by not go pub eat,0.324,0.734,10,1.148105625717566
666251d4,,I talk to my friends more (via video chat),more money (extra pay and CARES act),"talk to friends outside the country more, make more money than we did before","I talk to my friends more (via video chat). more money (extra pay and CARES act). talk to friends outside the country more, make more money than we did before",talk friend via video chat money extra pay care act talk friend outside country make money,158,30,0,['666251d4'],['666251d4'],"('666251d4',)",0,improve contact family friend time spend home get lot work do garden,less traffic time spend home result tidy house garden learn cook thing read time take immediate environment which somehow busy enjoy stop amd smell rose take thing less seriously try enjoy what front seek far away place,0.407,0.676,136,15.614236509758898
667aff50,more exercises,a lot of distance,I have more time for myself and watching more documentary movies,,more exercises. a lot of distance. I have more time for myself and watching more documentary movies.,exercise lot distance time watch documentary movie,100,17,0,['667aff50'],['667aff50'],"('667aff50',)",19,run lot usual .. time exercise time exercise,regular daily exercise,0.278,0.759,33,3.788748564867968
66ae827a,,,,i have spent less money on socialising,i have spent less money on socialising,spend less money socialise,38,7,0,['66ae827a'],['66ae827a'],"('66ae827a',)",34,spend less,save lot money save lot money,0.252,0.714,13,1.492537313432836
670a41e2,,,taking more excercise,i am eating more healthily,taking more excercise. i am eating more healthily,take excercise eat healthily,49,8,0,['670a41e2'],"['670a41e2', 'b73f6dd8', 'cfc9506b', 'f1570e37']","('07c18654', '0cf6d4d9', '114578a1', '1a7e3ece', '1d5f2287', '3fe3190f', '401bf43e', '5965630a', '5f0dc810', '63f030c8', '670a41e2', '7df82da0', '81ed0607', '9665642e', 'a443da96', 'b5cb55ee', 'b73f6dd8', 'c7b02690', 'c97a4889', 'cfc9506b', 'd013c445', 'd18a8a5f', 'd44a8505', 'f1570e37')",19,run lot usual .. time exercise time exercise,regular daily exercise,0.221,0.759,33,3.788748564867968
67af7d0a,I spend a little more time with my kida due to shift changes.,Shift changes so I am home with them more hours when their awake.,I was able to spend more time with my kids.,I was able to spend more time with my children for a short time,I spend a little more time with my kida due to shift changes.. Shift changes so I am home with them more hours when their awake.. I was able to spend more time with my kids.. I was able to spend more time with my children for a short time,spend little time kida due shift change .. shift change home hour when their awake .. able spend time kid .. able spend time child short time,238,50,0,['67af7d0a'],['67af7d0a'],"('67af7d0a',)",7,financially well increase work load .. time spend child spend time child,time child less time work increase saving,0.221,0.709,11,1.2629161882893227
67f60bb1,,Washing hands,,,Washing hands.,wash hand,14,2,0,"['67f60bb1', '78488733', 'c49cd901']","['64786cbd', '67f60bb1']","('64786cbd', '67f60bb1', '78488733', 'c49cd901')",53,frequancy washing hand,hand washing,0.098,0.879,7,0.8036739380022963
68553d69,,,I restarted a daily walking program,I got more serious about exercising and walk most days with good weather now,I restarted a daily walking program. I got more serious about exercising and walk most days with good weather now,restart daily walk program get serious exercise walk day good weather,113,20,0,['68553d69'],['68553d69'],"('68553d69',)",58,weight loss exercise walk lose weight,exercise run weight loss,0.258,0.761,6,0.6888633754305397
68581829,,,"adopted a dog, bonded with daughter",We adopted a dog.  I got to spend a lot more time with my daughter.,"adopted a dog, bonded with daughter. We adopted a dog.  I got to spend a lot more time with my daughter.",adopt dog bond daughter adopt dog got spend lot time daughter,104,21,0,['68581829'],['68581829'],"('68581829',)",85,chance slow life spend time daughter speak family member often close daughter time take hobby .. time daughter time family dog,slow spend time child read get to know neighbour speak relative time spend child start business time family new job,0.364,0.777,6,0.6888633754305397
6863f531,"didn't have to attend a few events I wasn't looking forward to (baby showers, etc.)",I got out of some commitments I wasn't looking forward to,didn't have to go to certain events that I was dreading,"spent a lot of quality time with partner, partner got a new job, became appreciative of what I have","didn't have to attend a few events I wasn't looking forward to (baby showers, etc.). I got out of some commitments I wasn't looking forward to. didn't have to go to certain events that I was dreading. spent a lot of quality time with partner, partner got a new job, became appreciative of what I have",not attend event not look forward baby shower etc .. get commitment not look forward not go certain event dread spend lot quality time partner partner get new job become appreciative what,300,56,0,['6863f531'],['6863f531'],"('6863f531',)",79,time spend partner get new hobby also spend time nature .. move significant covid 19,time partner spending time husband able get thing do around house time learn new craft skill .. feel relaxed,0.327,0.695,13,1.492537313432836
686ca0fe,Less contact with family,,,,Less contact with family.,less contact family,25,4,0,['686ca0fe'],['686ca0fe'],"('686ca0fe',)",81,close family,close family tie close link family close tie family close relationship,0.285,0.713,9,1.0332950631458093
687d5890,I've got to spend more time with my children,,I've got to spend alot more time with my children,,I've got to spend more time with my children.  I've got to spend alot more time with my children.,got spend time child got spend alot time child,97,19,0,['687d5890'],"['687d5890', '7b787546', '84027b54', 'ac03a50f', 'e40000ec']","('00769460', '01c706a7', '03c42dd6', '0483c23c', '05ac6d57', '05b27157', '05b7650a', '0b6ab69c', '0df8a425', '0f1a455c', '0fd5b77a', '112d9cb0', '12230669', '1bd369ff', '1e321ed5', '1f9f5f13', '1ffc3964', '2284c657', '28bc0571', '2add64ff', '2b774412', '31046764', '36b6e112', '39cf2916', '3a091643', '40cfa1cd', '4153e4fc', '426e8869', '452ff3b0', '48ad9e68', '4a8874c4', '52905e06', '6089cf25', '61011b9a', '61e9823c', '6244b533', '65424974', '65b49e68', '687d5890', '69519e9a', '6ad0d637', '6b93e5cd', '6f618d37', '6f64bafb', '70dd2716', '72bc0590', '73e01b6f', '79d3fffa', '7a3a4ddb', '7b787546', '7c443e77', '814f7512', '84027b54', '85faef55', '890a2b84', '896a1fe9', '8a1e5483', '8e697aac', '8f926fe6', '90a40bc7', '93a31630', '999245de', '99c5215c', '9dd3a83e', 'a0e741a4', 'a17f412a', 'a1ca12c2', 'ab4a29d7', 'ac03a50f', 'ae3b5411', 'b035d0f1', 'b1c7486f', 'b61bcee3', 'ba13f2c6', 'bd076d97', 'bef796a6', 'c04da2c5', 'c4782c12', 'c638999b', 'c7564bc3', 'ca69d4fa', 'cbf4ad35', 'd03282c8', 'd211aacf', 'd4bd0715', 'd7211e12', 'd747f918', 'd78fde5d', 'da252a67', 'ddab6104', 'ddba36c1', 'ddbfca35', 'df34ae7f', 'e00deb2a', 'e1b11a02', 'e29cef04', 'e3f28c63', 'e40000ec', 'e63e4dfb', 'e7102e13', 'eb6f6fac', 'ec55e6ce', 'ec8aab1c', 'f78de03a', 'f9968550', 'fab5c22d', 'ff29fe6a')",0,improve contact family friend time spend home get lot work do garden,less traffic time spend home result tidy house garden learn cook thing read time take immediate environment which somehow busy enjoy stop amd smell rose take thing less seriously try enjoy what front seek far away place,0.238,0.676,136,15.614236509758898
6887f495,Exercising more,"Cooking at home, keeping house cleaner.",More family time,"More family time, home improvement, better eating","Exercising more. Cooking at home, keeping house cleaner.. More family time. More family time, home improvement, better eating",exercise cook home keep house cleaner .. family time family time home improvement well eat,125,18,0,['6887f495'],"['55eaf920', '6887f495']","('55eaf920', '6887f495')",11,exercise spend time family make realise thing need change life become debt free,walk exercise less consumerism exercise spend less exercise outdoor feel able live slow pace life do not feel need many material possession,0.255,0.697,17,1.9517795637198623
68c1783d,I am eating more healthy and losing weight.,Eating healthier,,I have been eating healthier and have lost 30 pounds.,I am eating more healthy and losing weight.. Eating healthier.  I have been eating healthier and have lost 30 pounds.,eat healthy lose weight .. eat healthy eat healthier lose 30 pound,117,20,0,['68c1783d'],['68c1783d'],"('68c1783d',)",27,save money earn extra money extra available time work lose weight save money earn money work workout weight loss weight loss workout healthy eat save lot money,not go pub spend less time hotel less beer eat well lose wieght work home bit save money by not go pub eat,0.283,0.734,10,1.148105625717566
69266435,,,,working from home,working from home,work home,17,3,0,"['2ab49ea2', '69266435', '77d7738e', 'a913557e']",-1,"('2ab49ea2', '69266435', '77d7738e', 'a913557e', 'c407763f')",23,currently work home spend money food working hour,less waste food save money spend time child work home option able work home day,0.263,0.734,13,1.492537313432836
69519e9a,I am making much effort to stay in contact with family members by phone. I am able to spend much more time at hom with my husband and daughter. I have commited to daily walks/excercise.,,,,I am making much effort to stay in contact with family members by phone. I am able to spend much more time at hom with my husband and daughter. I have commited to daily walks/excercise..,make much effort stay contact family member by phone able spend much time hom husband daughter commit daily walk excercise ..,186,35,0,['69519e9a'],"['0f1a455c', '69519e9a', 'c04da2c5', 'c638999b']","('00769460', '01c706a7', '03c42dd6', '0483c23c', '05ac6d57', '05b27157', '05b7650a', '0b6ab69c', '0df8a425', '0f1a455c', '0fd5b77a', '112d9cb0', '12230669', '1bd369ff', '1e321ed5', '1f9f5f13', '1ffc3964', '2284c657', '28bc0571', '2add64ff', '2b774412', '31046764', '36b6e112', '39cf2916', '3a091643', '40cfa1cd', '4153e4fc', '426e8869', '452ff3b0', '48ad9e68', '4a8874c4', '52905e06', '6089cf25', '61011b9a', '61e9823c', '6244b533', '65424974', '65b49e68', '687d5890', '69519e9a', '6ad0d637', '6b93e5cd', '6f618d37', '6f64bafb', '70dd2716', '72bc0590', '73e01b6f', '79d3fffa', '7a3a4ddb', '7b787546', '7c443e77', '814f7512', '84027b54', '85faef55', '890a2b84', '896a1fe9', '8a1e5483', '8e697aac', '8f926fe6', '90a40bc7', '93a31630', '999245de', '99c5215c', '9dd3a83e', 'a0e741a4', 'a17f412a', 'a1ca12c2', 'ab4a29d7', 'ac03a50f', 'ae3b5411', 'b035d0f1', 'b1c7486f', 'b61bcee3', 'ba13f2c6', 'bd076d97', 'bef796a6', 'c04da2c5', 'c4782c12', 'c638999b', 'c7564bc3', 'ca69d4fa', 'cbf4ad35', 'd03282c8', 'd211aacf', 'd4bd0715', 'd7211e12', 'd747f918', 'd78fde5d', 'da252a67', 'ddab6104', 'ddba36c1', 'ddbfca35', 'df34ae7f', 'e00deb2a', 'e1b11a02', 'e29cef04', 'e3f28c63', 'e40000ec', 'e63e4dfb', 'e7102e13', 'eb6f6fac', 'ec55e6ce', 'ec8aab1c', 'f78de03a', 'f9968550', 'fab5c22d', 'ff29fe6a')",0,improve contact family friend time spend home get lot work do garden,less traffic time spend home result tidy house garden learn cook thing read time take immediate environment which somehow busy enjoy stop amd smell rose take thing less seriously try enjoy what front seek far away place,0.238,0.676,136,15.614236509758898
6992d2bb,More time for self reflection and an increased community connection,More time to focus on meditation and self reflection,More time to focus on hobbies,More time for self care and relaxation during quarantine,More time for self reflection and an increased community connection. More time to focus on meditation and self reflection. More time to focus on hobbies. More time for self care and relaxation during quarantine,time self reflection increase community connection time focus meditation self reflection time focus hobby time self care relaxation quarantine,210,34,0,['6992d2bb'],['6992d2bb'],"('6992d2bb',)",47,leisure time focus hobby self look introspectively time pursue hobby outlook life develop hobby time,take new hobby find way pass time .. give time practice self care time hobby well,0.304,0.718,15,1.722158438576349
6a0d023f,,"Given me time to relax, slow down my pace of life and engage in hobbies",,,"Given me time to relax, slow down my pace of life and engage in hobbies.",give time relax slow pace life engage hobby,72,15,0,['6a0d023f'],['6a0d023f'],"('6a0d023f',)",47,leisure time focus hobby self look introspectively time pursue hobby outlook life develop hobby time,take new hobby find way pass time .. give time practice self care time hobby well,0.21,0.718,15,1.722158438576349
6a32b803,,,able to concentrate on my job more,,able to concentrate on my job more.,able concentrate job,35,7,0,['6a32b803'],['6a32b803'],"('6a32b803',)",39,able concentrate help other think other well work life balance due much reduce commuting,even physically active take care mental health .. got work social isolation,0.393,0.696,12,1.3777267508610793
6a601f7d,More time with family and communication with friends.,More time with family and to pursue hobbies.,Able to change perspective on life by appreciating time with family at home,"It allowed me to reflect on certain aspects of my life while being quarantined, and so that made me make different choices now.","More time with family and communication with friends.. More time with family and to pursue hobbies.. Able to change perspective on life by appreciating time with family at home. It allowed me to reflect on certain aspects of my life while being quarantined, and so that made me make different choices now.",time family communication friend .. time family pursue hobby .. able change perspective life by appreciate time family home allow reflect certain aspect life quarantine make make different choice,305,52,0,['6a601f7d'],['6a601f7d'],"('6a601f7d',)",85,chance slow life spend time daughter speak family member often close daughter time take hobby .. time daughter time family dog,slow spend time child read get to know neighbour speak relative time spend child start business time family new job,0.209,0.777,6,0.6888633754305397
6ad0d637,"More time with family, slower pace life","More time, flexible schedule",More time with kids,More time with immediate family,"More time with family, slower pace life. More time, flexible schedule. More time with kids. More time with immediate family",time family slow pace life time flexible schedule time kid time immediate family,123,20,0,['6ad0d637'],"['2284c657', '65424974', '65b49e68', '6ad0d637', '90a40bc7', 'ae3b5411', 'ddab6104', 'fab5c22d']","('00769460', '01c706a7', '03c42dd6', '0483c23c', '05ac6d57', '05b27157', '05b7650a', '0b6ab69c', '0df8a425', '0f1a455c', '0fd5b77a', '112d9cb0', '12230669', '1bd369ff', '1e321ed5', '1f9f5f13', '1ffc3964', '2284c657', '28bc0571', '2add64ff', '2b774412', '31046764', '36b6e112', '39cf2916', '3a091643', '40cfa1cd', '4153e4fc', '426e8869', '452ff3b0', '48ad9e68', '4a8874c4', '52905e06', '6089cf25', '61011b9a', '61e9823c', '6244b533', '65424974', '65b49e68', '687d5890', '69519e9a', '6ad0d637', '6b93e5cd', '6f618d37', '6f64bafb', '70dd2716', '72bc0590', '73e01b6f', '79d3fffa', '7a3a4ddb', '7b787546', '7c443e77', '814f7512', '84027b54', '85faef55', '890a2b84', '896a1fe9', '8a1e5483', '8e697aac', '8f926fe6', '90a40bc7', '93a31630', '999245de', '99c5215c', '9dd3a83e', 'a0e741a4', 'a17f412a', 'a1ca12c2', 'ab4a29d7', 'ac03a50f', 'ae3b5411', 'b035d0f1', 'b1c7486f', 'b61bcee3', 'ba13f2c6', 'bd076d97', 'bef796a6', 'c04da2c5', 'c4782c12', 'c638999b', 'c7564bc3', 'ca69d4fa', 'cbf4ad35', 'd03282c8', 'd211aacf', 'd4bd0715', 'd7211e12', 'd747f918', 'd78fde5d', 'da252a67', 'ddab6104', 'ddba36c1', 'ddbfca35', 'df34ae7f', 'e00deb2a', 'e1b11a02', 'e29cef04', 'e3f28c63', 'e40000ec', 'e63e4dfb', 'e7102e13', 'eb6f6fac', 'ec55e6ce', 'ec8aab1c', 'f78de03a', 'f9968550', 'fab5c22d', 'ff29fe6a')",0,improve contact family friend time spend home get lot work do garden,less traffic time spend home result tidy house garden learn cook thing read time take immediate environment which somehow busy enjoy stop amd smell rose take thing less seriously try enjoy what front seek far away place,0.238,0.676,136,15.614236509758898
6b461e36,Share more activities with my wife.,More time with partner,More time to spend with my partner,More money due to stimulus checks and PUA ,Share more activities with my wife.. More time with partner. More time to spend with my partner. More money due to stimulus checks and PUA,share activity wife .. time partner time spend partner money due stimulus check pua,138,25,0,['6b461e36'],['6b461e36'],"('6b461e36',)",79,time spend partner get new hobby also spend time nature .. move significant covid 19,time partner spending time husband able get thing do around house time learn new craft skill .. feel relaxed,0.316,0.695,13,1.492537313432836
6b93e5cd,"Quieter life, more simple","More exercise, time to socialise via social media, slower pace of life",New relationship and better mental health,I worked in a care home which I really enjoyed. I've spent more time outside and with family. I also met my partner.,"Quieter life, more simple. More exercise, time to socialise via social media, slower pace of life. New relationship and better mental health. I worked in a care home which I really enjoyed. I've spent more time outside and with family. I also met my partner.",quiet life simple exercise time socialise via social medium slow pace life new relationship well mental health work care home which really enjoy spend time outside family also meet partner,258,45,0,['6b93e5cd'],"['0f1a455c', '6b93e5cd']","('00769460', '01c706a7', '03c42dd6', '0483c23c', '05ac6d57', '05b27157', '05b7650a', '0b6ab69c', '0df8a425', '0f1a455c', '0fd5b77a', '112d9cb0', '12230669', '1bd369ff', '1e321ed5', '1f9f5f13', '1ffc3964', '2284c657', '28bc0571', '2add64ff', '2b774412', '31046764', '36b6e112', '39cf2916', '3a091643', '40cfa1cd', '4153e4fc', '426e8869', '452ff3b0', '48ad9e68', '4a8874c4', '52905e06', '6089cf25', '61011b9a', '61e9823c', '6244b533', '65424974', '65b49e68', '687d5890', '69519e9a', '6ad0d637', '6b93e5cd', '6f618d37', '6f64bafb', '70dd2716', '72bc0590', '73e01b6f', '79d3fffa', '7a3a4ddb', '7b787546', '7c443e77', '814f7512', '84027b54', '85faef55', '890a2b84', '896a1fe9', '8a1e5483', '8e697aac', '8f926fe6', '90a40bc7', '93a31630', '999245de', '99c5215c', '9dd3a83e', 'a0e741a4', 'a17f412a', 'a1ca12c2', 'ab4a29d7', 'ac03a50f', 'ae3b5411', 'b035d0f1', 'b1c7486f', 'b61bcee3', 'ba13f2c6', 'bd076d97', 'bef796a6', 'c04da2c5', 'c4782c12', 'c638999b', 'c7564bc3', 'ca69d4fa', 'cbf4ad35', 'd03282c8', 'd211aacf', 'd4bd0715', 'd7211e12', 'd747f918', 'd78fde5d', 'da252a67', 'ddab6104', 'ddba36c1', 'ddbfca35', 'df34ae7f', 'e00deb2a', 'e1b11a02', 'e29cef04', 'e3f28c63', 'e40000ec', 'e63e4dfb', 'e7102e13', 'eb6f6fac', 'ec55e6ce', 'ec8aab1c', 'f78de03a', 'f9968550', 'fab5c22d', 'ff29fe6a')",0,improve contact family friend time spend home get lot work do garden,less traffic time spend home result tidy house garden learn cook thing read time take immediate environment which somehow busy enjoy stop amd smell rose take thing less seriously try enjoy what front seek far away place,0.238,0.676,136,15.614236509758898
6b996521,More time with family.,More time to spend with family.,"I have had the opportunity to spend more time with family, and I have capitalized on the stock market volatility.",I've had more time to spend with family. The stimulus checks have provided my family with extra cash.,"More time with family.. More time to spend with family.. I have had the opportunity to spend more time with family, and I have capitalized on the stock market volatility.. I've had more time to spend with family. The stimulus checks have provided my family with extra cash.",time family .. time spend family .. opportunity spend time family capitalize stock market volatility .. time spend family stimulus check provide family extra cash,273,48,0,['6b996521'],['6b996521'],"('6b996521',)",83,save money help focus appreciation family,household save money like fact lot thing event,0.217,0.805,3,0.34443168771526983
6ce5d6f6,,My class had to cancel a group final project that I dreaded. Online meetings have made it so I didn't have to drive to them.,I don't have to drive all over to go to my volunteer position meetings.,"I no longer have to drive to meetings for my volunteer positions. Traffic is significantly reduced, or at least it was. The air quality is better.","My class had to cancel a group final project that I dreaded. Online meetings have made it so I didn't have to drive to them.. I don't have to drive all over to go to my volunteer position meetings.. I no longer have to drive to meetings for my volunteer positions. Traffic is significantly reduced, or at least it was. The air quality is better.",class cancel group final project dread meeting make not drive .. do not drive go volunteer position meeting .. long drive meeting volunteer position traffic significantly reduce least air quality well,345,65,0,['6ce5d6f6'],['6ce5d6f6'],"('6ce5d6f6',)",30,time cook exercise less traffic noise walk around local area often reduce emission easy attend appointment etc work day less time spend commute commute increase time do thing home,less pollution less work related stress save money free time,0.33,0.726,13,1.492537313432836
6d319800,,,I'm learning to draw,"I took up drawing -- learned to draw.  I like that very much.  But that's it.  Otherwise, no, nothing.","I'm learning to draw. I took up drawing -- learned to draw.  I like that very much.  But that's it.  Otherwise, no, nothing.",learn draw take draw learn draw like much otherwise nothing,124,23,0,['6d319800'],['6d319800'],"('6d319800',)",71,focus learn new skill,give chance learn new skill read listen book,0.381,0.63,10,1.148105625717566
6dabbe40,"Able to do more house cleaning.  Spending less money, which enables me to put more money into savings.",Driving less.  Saving more money.,Able to put more money into savings,"Putting more money into band savings account; reduced travel, thereby saving on wear and tear of car.","Able to do more house cleaning.  Spending less money, which enables me to put more money into savings.. Driving less.  Saving more money.. Able to put more money into savings. Putting more money into band savings account; reduced travel, thereby saving on wear and tear of car.",able do house cleaning spend less money which enable put money saving .. drive less save money .. able put money saving put money band saving account reduce travel thereby save wear tear car,277,47,0,['6dabbe40'],['6dabbe40'],"('6dabbe40',)",2,work home confine home spending less money save money long commute,work home work home home improvement do less commuting home work,0.307,0.73,28,3.214695752009185
6e3e657e,,,My anxiety went way down since being under stay at home orders,My anxiety has completely disappeared and I moved to a larger apartment,My anxiety went way down since being under stay at home orders. My anxiety has completely disappeared and I moved to a larger apartment,anxiety go way since stay home order anxiety completely disappear move large apartment,135,24,0,['6e3e657e'],['6e3e657e'],"('6e3e657e',)",62,housemate move live alone,self isolate stay home confinement home save money,0.284,0.707,6,0.6888633754305397
6f618d37,Seeing more of my husband and children. Slowing down our pace of life and cooking g from scratch,"I'm working from home, so spending more time with my daughters and my husband. we're cooking from scratch more and wasting less money.","More time with my husband and children, less time spent commuting",Extra time with my family,"Seeing more of my husband and children. Slowing down our pace of life and cooking g from scratch. I'm working from home, so spending more time with my daughters and my husband. we're cooking from scratch more and wasting less money.. More time with my husband and children, less time spent commuting. Extra time with my family",see husband child slow our pace life cook g scratch work home spend time daughter husband cooking scratch waste less money .. time husband child less time spend commute extra time family,326,57,0,['6f618d37'],"['52905e06', '6f618d37', 'b035d0f1', 'd03282c8', 'd7211e12']","('00769460', '01c706a7', '03c42dd6', '0483c23c', '05ac6d57', '05b27157', '05b7650a', '0b6ab69c', '0df8a425', '0f1a455c', '0fd5b77a', '112d9cb0', '12230669', '1bd369ff', '1e321ed5', '1f9f5f13', '1ffc3964', '2284c657', '28bc0571', '2add64ff', '2b774412', '31046764', '36b6e112', '39cf2916', '3a091643', '40cfa1cd', '4153e4fc', '426e8869', '452ff3b0', '48ad9e68', '4a8874c4', '52905e06', '6089cf25', '61011b9a', '61e9823c', '6244b533', '65424974', '65b49e68', '687d5890', '69519e9a', '6ad0d637', '6b93e5cd', '6f618d37', '6f64bafb', '70dd2716', '72bc0590', '73e01b6f', '79d3fffa', '7a3a4ddb', '7b787546', '7c443e77', '814f7512', '84027b54', '85faef55', '890a2b84', '896a1fe9', '8a1e5483', '8e697aac', '8f926fe6', '90a40bc7', '93a31630', '999245de', '99c5215c', '9dd3a83e', 'a0e741a4', 'a17f412a', 'a1ca12c2', 'ab4a29d7', 'ac03a50f', 'ae3b5411', 'b035d0f1', 'b1c7486f', 'b61bcee3', 'ba13f2c6', 'bd076d97', 'bef796a6', 'c04da2c5', 'c4782c12', 'c638999b', 'c7564bc3', 'ca69d4fa', 'cbf4ad35', 'd03282c8', 'd211aacf', 'd4bd0715', 'd7211e12', 'd747f918', 'd78fde5d', 'da252a67', 'ddab6104', 'ddba36c1', 'ddbfca35', 'df34ae7f', 'e00deb2a', 'e1b11a02', 'e29cef04', 'e3f28c63', 'e40000ec', 'e63e4dfb', 'e7102e13', 'eb6f6fac', 'ec55e6ce', 'ec8aab1c', 'f78de03a', 'f9968550', 'fab5c22d', 'ff29fe6a')",0,improve contact family friend time spend home get lot work do garden,less traffic time spend home result tidy house garden learn cook thing read time take immediate environment which somehow busy enjoy stop amd smell rose take thing less seriously try enjoy what front seek far away place,0.238,0.676,136,15.614236509758898
6f64bafb,,,,More family time,More family time,family time,16,3,0,"['112d9cb0', '6f64bafb', 'e63e4dfb']",-1,"('00769460', '01c706a7', '03c42dd6', '0483c23c', '05ac6d57', '05b27157', '05b7650a', '0b6ab69c', '0df8a425', '0f1a455c', '0fd5b77a', '112d9cb0', '12230669', '1bd369ff', '1e321ed5', '1f9f5f13', '1ffc3964', '2284c657', '28bc0571', '2add64ff', '2b774412', '31046764', '36b6e112', '39cf2916', '3a091643', '40cfa1cd', '4153e4fc', '426e8869', '452ff3b0', '48ad9e68', '4a8874c4', '52905e06', '6089cf25', '61011b9a', '61e9823c', '6244b533', '65424974', '65b49e68', '687d5890', '69519e9a', '6ad0d637', '6b93e5cd', '6f618d37', '6f64bafb', '70dd2716', '72bc0590', '73e01b6f', '79d3fffa', '7a3a4ddb', '7b787546', '7c443e77', '814f7512', '84027b54', '85faef55', '890a2b84', '896a1fe9', '8a1e5483', '8e697aac', '8f926fe6', '90a40bc7', '93a31630', '999245de', '99c5215c', '9dd3a83e', 'a0e741a4', 'a17f412a', 'a1ca12c2', 'ab4a29d7', 'ac03a50f', 'ae3b5411', 'b035d0f1', 'b1c7486f', 'b61bcee3', 'ba13f2c6', 'bd076d97', 'bef796a6', 'c04da2c5', 'c4782c12', 'c638999b', 'c7564bc3', 'ca69d4fa', 'cbf4ad35', 'd03282c8', 'd211aacf', 'd4bd0715', 'd7211e12', 'd747f918', 'd78fde5d', 'da252a67', 'ddab6104', 'ddba36c1', 'ddbfca35', 'df34ae7f', 'e00deb2a', 'e1b11a02', 'e29cef04', 'e3f28c63', 'e40000ec', 'e63e4dfb', 'e7102e13', 'eb6f6fac', 'ec55e6ce', 'ec8aab1c', 'f78de03a', 'f9968550', 'fab5c22d', 'ff29fe6a')",0,improve contact family friend time spend home get lot work do garden,less traffic time spend home result tidy house garden learn cook thing read time take immediate environment which somehow busy enjoy stop amd smell rose take thing less seriously try enjoy what front seek far away place,0.238,0.676,136,15.614236509758898
6ff99d80,,,,A lot of alone time,A lot of alone time,lot alone time,19,5,0,['6ff99d80'],['6ff99d80'],"('6ff99d80',)",86,free leisure time,free time pursue hobby free time pursue interest free time free time,0.322,0.701,6,0.6888633754305397
7043f8f4,I've done some work I'd been putting off for ages.,"I'm eating less, which I hope means there will be less of me when this is all over.",I've started exercising and losing weight.,"I'm exercising more, I've gotten to spend more time with my dad, and I finally finished my degree last summer.","I've done some work I'd been putting off for ages.. I'm eating less, which I hope means there will be less of me when this is all over.. I've started exercising and losing weight.. I'm exercising more, I've gotten to spend more time with my dad, and I finally finished my degree last summer.",do work would put age .. eat less which hope mean will less when .. start exercise lose weight .. exercise get spend time dad finally finish degree last summer,291,54,0,['7043f8f4'],['7043f8f4'],"('7043f8f4',)",82,eat healthy work home mean wake almost 2 hour later when commute work .. commute mean get extra hour bed also time yoga immediately work much short commute eat healthy meal change career relationship,work consistent schedule since work home able consistently work 3 day week .. work frequently consistent work schedule enjoy work home able create stable routine due stay home time reconnecte friend family technology like zoom,0.252,0.79,5,0.574052812858783
7094ac46,Working from home means I no longer have a frustrating commute to work; I am sleeping longer because I don't have to get up as early; I get to eat my lunch outside in the fresh air every day; I have been doing a little more exercise than usual,"No commute to work, doing a bit more exercise",I am currently allowed to park at work so I can drive in and my commute is now 15 minutes compared to 60 on the bus; I was pretty frugal anyway but I have saved a bit of money from not paying for park and ride parking and bus permit;,"I don't have a daily commute so I have saved time and money and boredom not having to do that every day. My husband and I have spent very little over the last year and we have saved quite a lot more money that we had planned to, as we're saving up to buy our first home.","Working from home means I no longer have a frustrating commute to work; I am sleeping longer because I don't have to get up as early; I get to eat my lunch outside in the fresh air every day; I have been doing a little more exercise than usual. No commute to work, doing a bit more exercise. I am currently allowed to park at work so I can drive in and my commute is now 15 minutes compared to 60 on the bus; I was pretty frugal anyway but I have saved a bit of money from not paying for park and ride parking and bus permit;. I don't have a daily commute so I have saved time and money and boredom not having to do that every day. My husband and I have spent very little over the last year and we have saved quite a lot more money that we had planned to, as we're saving up to buy our first home.",work home mean long frustrating commute work sleep long do not get early get eat lunch outside fresh air every day little exercise usual commute work bit exercise currently allow park work can drive commute 15 minute compare 60 bus pretty frugal anyway save bit money not pay park ride parking bus permit do not daily commute save time money boredom not do every day husband spend little last year save quite lot money plan save buy our first home,797,165,0,['7094ac46'],"['7094ac46', 'b940710b']","('7094ac46', 'b940710b')",2,work home confine home spending less money save money long commute,work home work home home improvement do less commuting home work,0.226,0.73,28,3.214695752009185
