,ID,Corpus,clean_text,Topic,Probability
427,7ca352c3,Taking more care. The way I live.,take care way live,-1,0
428,7ca77633,Been even more physically active. .  I have been taking care of mental health more.. I got to work on myself because of social isolation,even physically active take care mental health .. got work social isolation,-1,0
429,7d47ff19,Honing skills. music. work related,hone skill music work relate,8,1
430,7decdf2c,"Community spirit, neighbours coming together to help each other. More time as a family.. Family time. Family time, reduced travel. More family time",community spirit neighbour come together help time family .. family time family time reduce travel family time,9,1
431,7df82da0,"More exercise. Exercising more and eating more healthily. Healthier eating and exercising more. Exercising more, eating healthier",exercise exercise eat healthily healthy eating exercise exercise eat healthy,0,1
432,7e79a845,using video-conferencing,use video conferencing,6,0.914531018
433,7e7c21c4,Better hygiene procedures.,well hygiene procedure,13,0.660068362
434,7e9a5679,It's more common practice to be wearing masks in public and not be called a terrorist.. I can wear face masks in public now without feeling like a criminal. Mask wearing has become normal. Wearing masks is not considered weird in America anymore.,common practice wear mask public not call terrorist .. can wear face mask public without feel like criminal mask wear become normal wear mask not consider weird america anymore,-1,0
435,7fa4a001,LOCKED IN HOME.  MORE FREE TIME,lock home free time,-1,0
436,803e50e8,travel.,travel,11,0.793829382
437,80a1dff6,"more outdoor exercise, more time for hobbies, cooking fresh meals at home, increased interaction (virtually/phone) with family and friends. I am cooking fresh meals from scratch instead of eating unhealthy food out, have time to read and pursue hobbies, am exercising more outdoors, and am in closer touch with my adult children (not in person)..  I have spent more time outdoors enjoying nature, now cook and bake at home all the time, and have developed new hobbies",outdoor exercise time hobby cook fresh meal home increase interaction virtually phone family friend cook fresh meal scratch instead eat unhealthy food time read pursue hobby exercise outdoors am in close touch adult child not person .. spend time outdoors enjoy nature cook bake home time develop new hobby,0,0.896106725
438,80af0b05,Weight loss through exercise. More walking so lost weight,weight loss exercise walk lose weight,-1,0
439,811a2015,"much quieter, less traffic. time to do more gardening, baking jobs around house,spend time with family in home and online. .",much quiet less traffic time do garden bake job around house spend time family home,3,0.656200526
440,814f7512,"More exercise and more time with family. Shortened working hours so more free time for family. More time with family as shorter ours at work. More time with family, shorter working day",exercise time family shorten working hour free time family time family short work time family short working day,0,0.955312171
441,817f9864,"My husband got his $1200 payment, although he hasn't had any work; It's nice having our daughter home, she's usually at college; there have been fun little things, like free lessons online; It's hard to explain this, but I've been in a situation for years where I've felt frustrated and kind of deprived, and now suddenly everyone feels that way, so now I feel normal; but I still wish people weren't dying and wish this would stop.. There is a weirdly greater sense of clarity and perspective about everything, and I'm spending more time with my husband than I used to.. Daughter home from college more; spending more time with my unemployed husband and walking for exercise, although this can't keep going on forever...financially. My husband's unemployement pays more than his job in catering did. We've been walking outside every day for exercise, which we did before, but not as regularly. I feel less, well, weird than I did before, because I felt like my life was overly stressful in some ways, but now stress is normal for everybody, so I'm blaming myself less, if that makes sense. I might be able to start a tiny online business, or at least try to, because of my stimulus money. On the other hand, there is still so much uncertainty about what's going to eventually happen, and people are still dying, and I wish this would be over.",husband get his 1200 payment although not work nice our daughter home usually college fun little thing like free lesson hard explain situation year where feel frustrate kind deprive suddenly everyone feel way feel normal still wish people not die wish would stop .. weirdly great sense clarity perspective everything spend time husband use .. daughter home college spend time unemployed husband walk exercise although can not keep go forever ... financially husband unemployement pay his job catering walk outside every day exercise which not regularly feel less well weird feel like life overly stressful way stress normal everybody blame less make sense might able start tiny business least try stimulus money hand still much uncertainty what go eventually happen people still die wish would,-1,0
442,8191a048,"Spend more time with my The Wifey, I have more time to do housework which brings us closer together..   I get to spend more time with my The Wifey as she is now working from home. I also have an excuse not to see my mother when she is really annoying me.",spend time wifey time do housework which bring we close together .. get spend time wifey work home also excuse not see mother when really annoy,-1,0
443,81ed0607,Taking more exercise. I have been exercising more.,take exercise exercise,12,0.612951475
444,8319d515,"not going to pub, spending less time in hotels. less beer and eating better. lost wieght. working from home a bit and saved money by not going to the pub and eating out",not go pub spend less time hotel less beer eat well lose wieght work home bit save money by not go pub eat,-1,0
445,832c3594,"Online school, shelter in place, social distancing.",school shelter place social distancing,-1,0
446,8.39E+15,"more time for hobbies, exercise. more time to figure out what I truly Value in life.",time hobby exercise time figure what truly value life,0,1
447,8392567c,More time with my children.,time child,2,0.64303493
448,84027b54,More time spent with children. Spending more quality time with my sons. More time spent with my sons. More face-to-face time spent with children,time spend child spend quality time son time spend son face face time spend child,4,1
449,8478ff1f,"Not being so sleep deprived (despite bizarre dreams). More time spent with family. More remote working, I feel less rushed because of this",not sleep deprive despite bizarre dream time spend family remote work feel less rushed,5,1
450,859a2d96,Disinfecting and cleaning more. More time with family members . More time with family. More time with family,disinfect clean time family member time family time family,2,0.780310976
451,85d8623b,Our son has returned home to live with us during the lockdown. Our son is spending the current lockdown living with us rather than staying in London. Our son moved back home for the duration of this and the previous lockdown.. My son came to live with us during 2020 as he didn't want to stay in locked down London.,our son return home live us lockdown our son spend current lockdown live we rather stay london our son move back home duration previous lockdown .. son come live we 2020 not stay lock london,-1,0
452,85faef55,Spending more time at home. More exercise. More balance between work and home. Better work life balance.,spend time home exercise balance work home well work life balance,0,0.817179576
453,86616353,More awareness.,awareness,9,0.972397838
454,8661b9cd,Volunteers helping the community. Slowing down and staying home .,volunteer help community slow stay home,9,1
455,86e37ac5,Less pollution. Less work related stress. Save money. More free time,less pollution less work related stress save money free time,5,1
456,87760496,being able to do jobs in house. keeping fit and active. more time with partner. which friends matter,able do job house keep fit active time partner which friend matter,-1,0
457,87b0438a,using a mask and santizer when i go out or come in.,use mask santizer when go come,-1,0
458,87e5461f,"Using phone to connect with more people. Also, it has made me really glad that I was already an introvert. I'm already used to being a homebody!. More frequent connecting over telephone. Has also been uplifting to see the community trying so hard to help people.. More time to work on myself/personal growth. Seeing so many people trying to do what they can to help others has been uplifting. There's still a lot of good out there :-). stimulus payments improved my financial situation.",use phone connect people also make really glad already introvert already use homebody frequent connect telephone also uplifting see community try hard help people .. time work personal growth see many people try do what can help other uplifting still lot good stimulus payment improve financial situation,-1,0
459,890a2b84,more time with family,time family,2,0.771596521
460,892c58bf,Daily online yoga classes. Daily online yoga classes with an inspiring group of people. Different perspective on life. Closer to my partner and my family. Had the tiny wedding I always wanted.,daily yoga class daily yoga class inspire group people different perspective life close partner family tiny wedding always want,0,1
461,8932958d,"much more selective about budgeting. realizing how fortunate I am compared to some others and not taking conveniences so much for granted.  time to myself to work on projects, read, spend time with pets, reflect on the good things in my life that I have taken for granted.",much selective budgeting realize how fortunate compare other not take convenience much grant time work project read spend time pet reflect good thing life take grant,-1,0
462,896a1fe9,More time with family. More time at home with family. more time with family. More family time,time family time home family time family family time,2,1
463,89a13fb7,"able to listen to podcasts and gain some knowledge whereas I would be busy with school but with an extended spring break and virtual classes, I have more time. self-improvement, listening to podcasts, getting caught up on studying. personal development. more time to do things I enjoy",able listen podcast gain knowledge whereas would busy school extend spring break virtual class time self improvement listen podcast getting catch study personal development time do thing enjoy,8,0.697330676
464,8a1e5483,More time with family,time family,2,0.852825149
465,8bcffd26,more free and leisure time,free leisure time,-1,0
466,8cc5a0ee,Git to know neighbours and local area better. More confident in my ability to map read. Spoken more with neighbours. Got to know the local area better,git to know neighbour local area well confident ability map read speak neighbour get to know local area well,3,0.643779552
467,8ce3231e,I work out more often,work often,7,0.560098848
468,8d01b1e5,Working remotely. Working from home. working from home. working remotely,work remotely work home work home work remotely,7,0.300901115
469,8d1b6957,Increased contact with friends and family otuside my usual core group. Using the extra time to restart relationships with certain friends and family over phone and video calls. More free time to study new skills for my career. Led me to go back to therapy and seek medication for treatment for the first time in 10 years,increase contact friend family otuside usual core group use extra time restart relationship certain friend family phone video call free time study new skill career lead go back therapy seek medication treatment first time 10 year,6,0.446162511
470,8d540112,Free travel on buses and as a healthcare worker i am receiving discounts and freebies.  more family time and i started cooking more,free travel bus healthcare worker receive discount freebie family time start cook,1,0.775176667
471,8dd886af,I really like working from home and spending time with my husband. Much less stress at work.  I love working from home and spending more time with my husband and we are saving money by not commuting,really like work home spending time husband much less stress work love work home spending time husband save money by not commute,-1,0
472,8e497f8a,I've become more reflective and caring.   Cleaner air: quieter environment,become reflective caring clean air quiet environment,3,0.630586309
473,8e697aac,"working from home and working flexible hours. Spending mlre quality time with my children, working from home,getting outside more",work home work flexible hour spend mlre quality time child work home get outside,-1,0
474,8e7e8fe9,"I am getting more time to complete activities I normally have no or little time for.. Increased time for exercise, less work-related stress due to working at home.. Less workplace commuting time required per week; Increased time available to exercise outdoors.. More remote work, more outdoor activity and exercise, some economic benefits (gov. stimulus payment(s)).",get time complete activity normally little time .. increase time exercise less work relate stress due work home .. less workplace commuting time require per week increase time available exercise outdoors .. remote work outdoor activity exercise economic benefit gov stimulus payment s.,5,0.979255675
475,8e8c73c7,More birds singing. Coming off social media platforms. Feeling more resourceful. Increased gratitude for the security of my housing and job situation..,bird singe come social medium platform feel resourceful increase gratitude security housing job situation ..,9,1
476,8f47d4f1,Cooking more. Less anxious. Less anxiety,cook less anxious less anxiety,1,0.998557066
477,8f5725c2,"More time to spend as I wish.. More time to work on my projects and on my art.. Income-earning opportunities; more time to devote to interests; and, less pressure to socialize with others.. I have more time to devote to the activities in which I desire to engage.",time spend wish .. time work project art .. income earn opportunity time devote interest less pressure socialize other .. time devote activity which desire engage,8,0.6443295
478,8f678aca,Shopping less.   Due to my mother-in-law beconig ill then contracting COVD my wife has been with her paretnst helping them.  She went down in March 2020,shop less due mother law beconig ill contracting covd wife her paretnst helping go march 2020,-1,0
479,8f926fe6,"Exercise and getting DIY jobs done at home. Better work life balance, healthier lifestyle. better work life balance",exercise get diy job do home well work life balance healthy lifestyle well work life balance,0,1
480,90081a68,More people hearing our church service on line.   Stimulus money,people hear our church service line stimulus money,10,1
481,9.03E+66,Free Stimulus Money,free stimulus money,10,1
482,905b8b93,more time to focus on myself and my studies. Finding a partner.,time focus study find partner,-1,0
483,90a40bc7,more time at home.  more overtime. more time with family,time home overtime time family,2,1
484,914c5f80,Started walking more and lost weight.  A family member is able to work from home and doesn't have to worry about going into the office. Money saved on not having to commute daily.,start walk lose weight family member able work home do not worry go office money save not commute daily,0,0.8641447
485,920cb0f7,Better relationship,well relationship,-1,0
486,9.22E+66,Community spirit. I'm saving more money. Exercising more.,community spirit save money exercise,9,1
487,9219eefc,"More time with my daughter, saving money on not going out, decreased greenhouse gas emissions worldwide.  got a dog, spend more time with my daughter. I became more at home with myself. Comfortable with who I am, away from people and dating.",time daughter save money not go decrease greenhouse gas emission worldwide get dog spend time daughter become home comfortable who away people date,4,0.784494406
488,921bf37e,"keeping busy doing alot of jobs around the house and garden,regular handwashing use of anti bacterial gel,staying at homelgel. managed to get jobs done around the home and garden. done more artwork,jobs around the houde and gardening. considering health an important issue,and increased sense of community and consideration of others,eating more heathily",keep busy alot job around house garden regular handwashing use anti bacterial gel stay homelgel manage get job do around home garden do artwork job around houde gardening consider health important issue increase sense community consideration other eat heathily,0,1
489,9228cf05,I am appreciating life much more. Appreciate more.,appreciate life much appreciate,9,1
490,92311c33,Greater contact with family.,great contact family,6,0.672334467
491,926b4530,"Using zoom to speak to friends and family, and clients.  Completing a puzzle at home.. Walking outside every day. Spent more time with husband. More time to decorate house. I'm pregnant so no commuting. more time outside, more savings, less travel",use zoom speak friend family client complete puzzle home .. walk outside every day spend time husband time decorate house pregnant commuting time outside saving less travel,6,0.441636385
492,928695af,"more walking. more walks in the neighborhood, met neighbors at a distance. people are friendlier, more appreciation for nature. More time for leisure activities like gardening, hiking, and reading.",walk walk neighborhood meet neighbor distance people friendly appreciation nature time leisure activity like garden hike read,-1,0
493,938a0ed6,"Family connects weekly via video call.  More time for self care, more time for family. Closer to family, more regular contact.",family connect weekly via video call time self care time family close family regular contact,6,1
494,93a31630,More time with family,time family,2,0.828503049
495,93dc6391,"Less expenditure, shopping locally. More time with children. Improved community spirit. Improved financial situation due to nursery closure and mortgage holiday.. More savings. Improved financial position",less expenditure shop locally time child improve community spirit improve financial situation due nursery closure mortgage holiday .. saving improve financial position,-1,0
496,941c2a36,"Closer to people, but not physically. Being locked down .  Less expence",close people not physically lock less expence,-1,0
497,94a99880,Walking every day.,walk every day,-1,0
498,94d2ef02,"Relaxation, spending time with family, cancelled university exams.  Online teaching, Furlough, Save money. Cancellation of exams, time to realise what's really important and stop taking things for granted",relaxation spend time family cancel university exam teach furlough save money cancellation exam time realise what really important stop take thing grant,-1,0
499,953f5924,More time to invest in myself. More time for myself. More time for myself. Better relationships and time at home,time invest time time well relationship time home,-1,0
500,955ea77c,Able to save more.,able save,-1,0
501,959a5bfd,"More money due to less commuting. Working from home, I have saved a lot of money on fuel and can spend more time with my dog.",money due less commute work home save lot money fuel can spend time dog,-1,0
502,95edcc7f,Looking out and encouraging each other in the neighbourhood. Quieten down a lot. Family time. More time with family at home,look encourage neighbourhood quieten lot family time time family home,9,0.790071865
503,964414a3,closer family ties. closer links with family. Closer ties with family. Closer relationships,close family tie close link family close tie family close relationship,1,0.590605634
504,965b189f,Reduced car fuel bill; stopped slot machine gambling. I do not feel like I am constantly on the go.  It is nice to rest.. Family member with a chronic wound healed when we initiated our care of him and doctors were no longer involved.. I have learned how to utilize an online ordering/pick up service,reduce car fuel bill stop slot machine gambling do not feel like constantly go nice rest .. family member chronic wound heal when initiate our care doctor long involve .. learn how utilize order pick service,-1,0
505,9665642e,Exercise. Exercise.,exercise exercise,12,1
506,967e939e,"Focus on health. Cutting down on fast food. Less drinking. Trying to quit smoking. Regular sleep schedule.. Better diet. I've rediscovered my love of being outdoor, camping, canoeing,etc.",focus health cut fast food less drinking try quit smoking regular sleep schedule .. well diet rediscover love outdoor camp canoe etc,0,0.946260432
507,9718dcdf,My partner gets to be with his daughter more in her first year in life.. My partner has gotten to see a lot of milestones in our daughters first months in life..,partner get his daughter her first year life .. partner get see lot milestone our daughter first month life ..,4,0.701060976
508,971a2306,Friends call me a germaphobe...now they are as well. I'm definitely saving a lot more $$. spending significantly less money. my relationships with my siblings has grown closer,friend call germaphobe ... well definitely save lot spend significantly less money relationship sibling grow close,-1,0
509,97207b8a,Staying home studying . Spending more time with my family . Meeting my parents more often and spending more time with family..,stay home study spending time family meeting parent often spend time family ..,-1,0
510,9728ecdc,My household is saving more money and I like the fact that there are a lot more things online now. More online events,household save money like fact lot thing event,10,1
511,97765ae9,I had to move into my parent's house; after a year of being unemployed I was able to find a full time job,move parent house year unemployed able find full time job,-1,0
512,979f0109,"I'm more aware of my sleep patterns, eating patterns, etc. My eating has improved, formed closer bonds with friends, more time spent on hobbies. Greater flexibility in learning, more time with family and my partner, more time with my pet. Easier on my finance to live with parents. Better sleep schedule now I don't have to get up early for classes.",aware sleep pattern eat pattern etc eat improve form close bond friend time spend hobby great flexibility learn time family partner time pet easy finance live parent well sleep schedule do not get early class,5,0.990032607
513,988d9f5d,Managed to save more money,manage save money,10,1
514,98a20b8d,Saving a lot of commuting time and getting additional time to spend with family.,save lot commute time get additional time spend family,-1,0
515,98c34a91,Money from the government.. Stimulus payments. Stimulus payment. Stimulus payments,money government .. stimulus payment stimulus payment stimulus payment,10,1
516,99532f3c,Losing weight. Losing weight.  Lost weight and got fitter,lose weight lose weight lose weight get fitter,0,1
517,996c1856,More time at home even when I'm working-can spend lunch with my daughter. People are more helping. Doing family things together more often.,time home even when work can spend lunch daughter people help family thing together often,-1,0
518,99920056,Only that the air is cleaner and the sun is brighter.. I gained a new client due to him being furloughed.,air clean sun bright .. gain new client due furlough,-1,0
519,999245de,"More exercise. Taking more walks in the area, spending more time with partner. More time with partner, being more mindful, no mindless spending. More time with partner and now work from home permanently",exercise take walk area spend time partner time partner mindful mindless spending time partner work home permanently,0,1
520,99c5215c,Time spent with family. More time with spouse and children.,time spend family time spouse child,4,1
521,9a0b6910,going out. no work.,go work,7,1
522,9a4e4591,no commute,commute,11,0.793829382
523,9a8c4654,Spending more time with my dogs..  More hand washing.,spend time dog .. hand washing,13,0.930405556
524,9b48e420,No salespeople at the door..,salesperson door ..,-1,0
525,9bc7d939,yes kids cant go to school. House is now tidy. not seeing family. Value family time more,yes kid ca nt go school house tidy not see family value family time,4,0.909464121
526,9c5b1656,I have connected by videocall and phone with two friends in the USA that I would not otherwise have had the chance to (because they would not have been spending time at home wanting to catch up). And that meant a lot..,connect by videocall phone two friend usa would not otherwise chance would not spend time home want catch mean lot ..,6,1
527,9c7ac807,More hand washing.  More alone time.,hand washing alone time,13,1
528,9d700cdb,doing more household maintenance. doing jobs long avoided.,household maintenance job long avoid,7,0.282468947
529,9da0fadf,"Less spam calls. No spam calls, less junk mail. Telephone scammers quit calling.",less spam call spam call less junk mail telephone scammer quit call,6,0.782622193
530,9dd3a83e,More time with partner. More family time. More time with partner . More time with partner,time partner family time time partner time partner,2,0.662577965
531,9e27e3d6,"Do more exercise. More gardening activities, exercises. Do more exercise than before",do exercise gardening activity exercise do exercise,12,0.407326793
532,9ec75ed5,"Walking more for exercise. Less consumerism, more exercise. Spending less and exercising outdoors more. I feel more able to live at a slower pace of life and don't feel I need as many material possessions",walk exercise less consumerism exercise spend less exercise outdoor feel able live slow pace life do not feel need many material possession,-1,0
533,9f0ca276,"I get more time with my pets, and I spend more time at home instead of traveling for work.. Girlfriend is moving in with me. Girlfriend moved in. I stopped traveling 100+ nights a year for work, and started working from home.  My girlfriend moved in with me, and a few months ago I purchased a home.",get time pet spend time home instead travel work .. girlfriend move girlfriend move stop travel 100 night year work start work home girlfriend move month ago purchase home,-1,0
534,9f296394,More consideration for others.,consideration other,-1,0
535,9fd27604,"I get to work from home. I like that. I get to work from home.. working from home, I love it. I now work from home, which I love.",get work home like get work home .. work home love work home which love,-1,0
536,a033545e,Improved personal hygiene.,improve personal hygiene,13,0.715769891
537,a05983db,it made me less active.,make less active,3,0.872707696
538,a07f3a0a,Closer to my spouse. Appreciate life more. Closer to my wife,close spouse appreciate life close wife,1,0.624779134
539,a0e741a4,clean environment.   Regrouping with family and spending more time together,clean environment regroup family spending time together,1,0.697951414
540,a12860f6,More time for self development. Exercising more and general self development. More active and leading a healthier life. I was able to work from home for a few months.,time self development exercise general self development active lead healthy life able work home month,-1,0
541,a12dd23a,"less wasting of food, saving money. spending more time with my children. working from home is now an option. I am able to work from home for some days",less waste food save money spend time child work home option able work home day,-1,0
542,a17f412a,"started exercising daily. New job and life skills. I've been eating better, I've been exercising more",start exercise daily new job life skill eat well exercise,0,1
543,a1ca12c2,increased effort to exercise. increased exercise. more appreciative of freedoms. more appreciation for family and simpler things in life,increase effort exercise increase exercise appreciative freedom appreciation family simple thing life,0,0.996756748
544,a29c6c76,More quality time.  Not eating out/visiting friends,quality time not eat visit friend,-1,0
545,a2c23e8c,more time to study a language and play piano. Made me focus on my hobbies and improving certain skills,time study language play piano make focus hobby improve certain skill,8,1
546,a31ae0ac,A more stress free life. Less stress.,stress free life less stress,5,1
547,a333828c,Wfh and no long commute has given me a lot more free time. WFH means more free time. less commuting time. dont need to commute,wfh long commute give lot free time wfh mean free time less commuting time do nt need commute,11,0.868130759
548,a443da96,More exercise.. More exercise.,exercise .. exercise,12,1
549,a448583a,"Closer relationship to friends and family. Closer relationship to family members due to quarantine, closer relationship to friends due to increased communication through social media.. Focused on mental and physical wellness, started a podcast, improved skincare, and lost weight. Improved relationships, improved grades, improved focus on self-care, and improved focus on goals.",close relationship friend family close relationship family member due quarantine close relationship friend due increase communication social medium .. focus mental physical wellness start podcast improve skincare lose weight improve relationship improve grade improve focus self care improve focus goal,-1,0
550,a46a3524,chance to slow life down and spend time with daughter. speaking to family members more often. Closer to daughter. time to take up hobbies.. more time with daughter. More time with family and dogs,chance slow life spend time daughter speak family member often close daughter time take hobby .. time daughter time family dog,4,0.818269089
551,a474e45b,Communicated with family more.,communicate family,6,0.505856339
552,a4810fac,"finding presence, purpose, gratitude, stoking creativity, more time with my son, lots of good home cooked meals, more awareness, more knowledge, more growth, more freedom and peace from deep within myself. perspective. insight. Inner awareness and strength",find presence purpose gratitude stoke creativity time son lot good home cooked meal awareness knowledge growth freedom peace deep within perspective insight inner awareness strength,9,1
553,a5575d9a,I exercise more. I work out a lot more and cook much more.,exercise work lot cook much,1,1
554,a58b5e9e,school cancelled.,school cancel,-1,0
555,a61db8ec,More time to reflect and relax.,time reflect relax,-1,0
556,a65bad7a,I spent more time with my son,spend time son,4,1
557,a69ec03a,Enjoying time at home and doing other things that I normally wouldn't have time to do. Getting a lot accomplished during quarantine. More time with close friends.,enjoy time home thing normally would not time do get lot accomplish quarantine time close friend,-1,0
558,a6e3ea1b,"Greater appreciation of nature and the natural world. Working less days, more time off. Working conditions changes",great appreciation nature natural world work less day time working condition change,5,0.939616548
559,a7518dbb,"more time to study and reposition for the future. Taking care of things around the house and exercising more.. Lost weight, Gained muscle, Grew closer to wife.",time study reposition future take care thing around house exercise .. lose weight gain muscle grow close wife,0,1
560,a78edc1b,People speaking that wouldn't normally and neighbours offering to shop for vulnerable. enjoying the garden more. WALKING MORE. more time with my husband,people speak would not normally neighbour offer shop vulnerable enjoy garden walk time husband,-1,0
561,a7eede77,spend less on petrol,spend less petrol,10,0.886322488
562,a80e3f31,"Ability to use facilities when available as a form of exercise.. Reduced traffic to a minimum, increased time with family. More time spent at home with family etc. Relaxing",ability use facility when available form exercise .. reduce traffic minimum increase time family time spend home family etc relax,-1,0
563,a83989aa,"I am baking more. I also started participating in live virtual events, conferences, training, tours, etc.  It's opened up some new experiences for me.. I've taking advantage of online classes, educational life stream events, and other interesting online events pertaining to heritage, nature, music, history, etc.  I would have never participated in these had they not all moved to the web.",baking also start participate live virtual event conference train tour etc open new experience .. take advantage class educational life stream event interesting event pertain heritage nature music history etc would never participate not move web,0,0.738734243
564,a857ec3b,"I have been exercising more. Eating together as a family, bike rides and walks.  I had time to do some sorting, get fitter",exercise eat together family bike ride walk time do sort get fitter,0,0.948508837
565,a8c5c3d3,Less driving.  Working from home more often,less drive work home often,11,1
566,a913557e,work from home.,work home,7,1
567,a979e3b5,Talking more to my family.  spending more time with my husband,talk family spending time husband,1,0.817260168
568,a99e54c8,Learning skills.,learn skill,8,1
569,aa3ffcea,"More time with loved ones, trying to look after health better, getting more reading in. Reading more, taking better care of my health. Opportunity to keep priorities in order, more time at home with loved ones, the little things seem bigger now (in a good way). More time with loved ones, pursuing hobbies such as journaling",time love one try look health well get reading read take well care health opportunity keep priority order time home love one little thing seem big good way time love one pursue hobby journale,8,0.575144885
570,aa64cc80,"more reading and picking up musical instruments I haven't touched in years. exercising more. My street is much quieter now , so I have been able to sleep better and that has helped me to feel better in general.",read pick musical instrument not touch year exercise street much quiet able sleep well help feel well general,-1,0
571,aa78ea32,Prefer online examinations,prefer examination,-1,0
572,aa7da913,"Reduction in alcohol intake. No alcohol, more exercise. lower alcohol use. Zero alcohol intake for long periods.",reduction alcohol intake alcohol exercise low alcohol use zero alcohol intake long period,-1,0
573,aa9abc88,More time with children.   I've spent more time with my children because going to work isn't an option currently,time child spend time child go work not option currently,4,0.894845835
574,ab3f3be8,"Exercise, running, weight loss.",exercise run weight loss,-1,0
575,ab4a29d7,More time at home  together with husband and baby. More time with my daughter and husband.,time home together husband baby time daughter husband,4,0.63186892
576,abc752c6,"More exercise, spending time with family. Made me realise a few things I need to change in my life. Became debt free",exercise spend time family make realise thing need change life become debt free,0,0.952093886
577,ac03a50f,Being able to spend more time with my children. Spending more time with my husband and children.  Spent more time with my children.,able spend time child spend time husband child spend time child,4,1
578,ac58708f,I started a creative project (blog).,start creative project blog,-1,0
579,ac61d972,"A lot of things such as shopping and ordering food online, a lot of things are a lot more slower to get in contact with such as banks, shopping retailers, etc..",lot thing shop order food lot thing lot slow get contact bank shop retailer etc ..,-1,0
580,ac89e935,"I'm eating at home solely. I am able to still work, and the stimulus check.. More time with family. With the stimulus, I was able to pay a few bills",eat home solely able still work stimulus check .. time family stimulus able pay bill,10,1
581,ac9269d2,"More time for hobbies, cooking, exercise.  No commute so more time to get out in nature, although this is harder in the week now it's dark after work. Working from home",time hobbie cook exercise commute time get nature although hard week dark work work home,-1,0
582,acbbe2b3,"Took time off.  Stimulus check. stimulus money, more time",take time stimulus check stimulus money time,10,1
583,acbcb617,"Accompanied each other more. Spend more time with family . More time spent with family, some money saved. more time spent with self,family and significant other",accompany spend time family time spend family money save time spend self family significant,1,0.743405386
584,acf0665b,"I was able to move back home from a school that I didn't thrive at. In addition, I was closer to my significant other.",able move back home school not thrive addition close significant,-1,0
585,ad3ab7a4,"Learnt how to use video calls to stay in touch. Saving more money, walking more instead of taking buses. Better finances, simpler life, fewer worries",learn how use video call stay touch save money walk instead take bus well finance simple life few worry,6,0.392355069
586,ae2f8f84,"been able to work from home, and to study from home, spend more time with family, exercise more, etc",able work home study home spend time family exercise etc,-1,0
587,ae3b5411,More Family time. Family time,family time family time,2,1
588,aef3027c,isolating 12 weeks. isolating. saved money. more outdoor exercise,isolate 12 week isolate save money outdoor exercise,0,0.868548138
589,af1fb2be,Finding work and having time out of education,find work time education,-1,0
590,af2515aa,Appreciate the little things more,appreciate little thing,9,0.969529015
591,afcfa56f,"received stimulus check. stimulus check and cooking more at home. The stimulus checks helped, and both my partner and I appreciate that we were both able to keep working when others could not.",receive stimulus check stimulus check cook home stimulus check help partner appreciate able keep work when other could not,10,1
592,afde9adb,Quarantine. Furloughed from work. Self isolation in my flat which has meant loss of social life and activities..,quarantine furlough work self isolation flat which mean loss social life activity ..,-1,0
593,afe189a8,"Improved finances, less pressure, don't have to see people I don't like, spend more time with immediate family, less traffic on journey to work. Reduced traffic on my commute, means I can avoid seeing people I don't like, spend more time with my children.  Working from home, not having such a presured life, being stuck in traffic rushing from home to work, or taking my children to after school activities.",improve finance less pressure do not see people do not like spend time immediate family less traffic journey work reduce traffic commute mean can avoid see people do not like spend time child work home not presured life stick traffic rush home work take child school activity,-1,0
594,b00fd097,"Hygiene, LOTS of walking, biking!. Washing hands, and taking exercise more seriously!. More studying, more together time with family, etc. cooked more, sorted the house out, did my garden, started to jog, etc",hygiene lot walk bike washing hand take exercise seriously study together time family etc cook sort house garden start jog etc,0,1
595,b013304e,"I'm glad to have moved back in with my mom; it was rough trying to afford living in the big city with my boyfriend. This past year+ has definitely been the worst of my life by a huge margin, but not all of that was due to COVID. Likewise, my mom became unemployed at the start of the pandemic, but her company was being sold anyway, and extensions of unemployment due to COVID have helped as at 60, she's yet to find another job.",glad move back mom rough try afford live big city boyfriend past year+ definitely bad life by huge margin not due covid likewise mom become unemployed start pandemic her company sell anyway extension unemployment due covid help 60 yet find another job,-1,0
596,b035afc9,I've taken up new hobbies and found ways to pass the time..  It's given me more time to practice self-care and time for my hobbies as well.,take new hobby find way pass time .. give time practice self care time hobby well,8,0.63287537
597,b035d0f1,Spend more time with children. Nice community feel. Spent more time with husband & children. Spending more time together as a family,spend time child nice community feel spend time husband child spend time together family,4,1
598,b086b7f4,"Working from home permanently. I have been able to save more due to the lack of things to do, and no commuting.",work home permanently able save due lack thing do commute,11,1
599,b08f17cf,Extra money.,extra money,-1,0
600,b0975b69,"People stay away. Now use online shopping, fewer lines, no expectation of socializing, less traffic. It was nice to have the solitude",people stay away use shop few line expectation socialize less traffic nice solitude,3,0.698083896
601,b0a94313,Better air quality. Cleaner air. I've got to know my wife and child much better. I'm eating more healthily and I exercise more,well air quality clean air get to know wife child much well eat healthily exercise,3,0.629992774
602,b0c7a26e,eating healthier.  More time with children and partner. Felt better knowing they were in the family home and safe. I started my own business and became healthier,eat healthy time child partner feel well know family home safe start business become healthy,5,0.97650639
603,b0cca0dc,Being outside  gardening. More time to be outdoors. Spent ore time with family,outside gardening time outdoors spend ore time family,-1,0
